Language accepted: Java1.7 Parser
Command line: ../soco/java 
Comparing 000.java-127.java: 0.0
Comparing 000.java-128.java: 0.0
Comparing 000.java-129.java: 0.0
Comparing 000.java-130.java: 0.0
Comparing 000.java-131.java: 6.923077
Comparing 000.java-132.java: 0.0
Comparing 000.java-133.java: 7.1146245
Comparing 000.java-134.java: 7.3394494
Comparing 000.java-135.java: 0.0
Comparing 000.java-136.java: 0.0
Comparing 000.java-137.java: 0.0
Comparing 000.java-138.java: 0.0
Comparing 000.java-139.java: 0.0
Comparing 000.java-140.java: 0.0
Comparing 000.java-141.java: 0.0
Comparing 000.java-142.java: 0.0
Comparing 000.java-143.java: 0.0
Comparing 000.java-144.java: 2.8169014
Comparing 000.java-145.java: 0.0
Comparing 000.java-146.java: 0.0
Comparing 000.java-147.java: 0.0
Comparing 000.java-148.java: 0.0
Comparing 000.java-149.java: 0.0
Comparing 000.java-150.java: 0.0
Comparing 000.java-151.java: 6.81431
Comparing 000.java-152.java: 0.0
Comparing 000.java-153.java: 0.0
Comparing 000.java-154.java: 0.0
Comparing 000.java-155.java: 0.0
Comparing 000.java-156.java: 0.0
Comparing 000.java-157.java: 0.0
Comparing 000.java-158.java: 0.0
Comparing 000.java-159.java: 0.0
Comparing 000.java-160.java: 0.0
Comparing 000.java-161.java: 0.0
Comparing 000.java-162.java: 0.0
Comparing 000.java-163.java: 0.0
Comparing 000.java-164.java: 0.0
Comparing 000.java-165.java: 0.0
Comparing 000.java-166.java: 0.0
Comparing 000.java-167.java: 0.0
Comparing 000.java-168.java: 0.0
Comparing 000.java-169.java: 0.0
Comparing 000.java-170.java: 0.0
Comparing 000.java-171.java: 0.0
Comparing 000.java-172.java: 0.0
Comparing 000.java-173.java: 0.0
Comparing 000.java-174.java: 0.0
Comparing 000.java-175.java: 0.0
Comparing 000.java-176.java: 0.0
Comparing 000.java-177.java: 0.0
Comparing 000.java-178.java: 0.0
Comparing 000.java-179.java: 0.0
Comparing 000.java-180.java: 0.0
Comparing 000.java-181.java: 0.0
Comparing 000.java-182.java: 0.0
Comparing 000.java-183.java: 6.303725
Comparing 000.java-184.java: 0.0
Comparing 000.java-185.java: 5.5555553
Comparing 000.java-186.java: 0.0
Comparing 000.java-187.java: 0.0
Comparing 000.java-188.java: 5.7441254
Comparing 000.java-189.java: 0.0
Comparing 000.java-190.java: 0.0
Comparing 000.java-191.java: 0.0
Comparing 000.java-192.java: 0.0
Comparing 000.java-193.java: 0.0
Comparing 000.java-194.java: 8.979591
Comparing 000.java-195.java: 0.0
Comparing 000.java-196.java: 0.0
Comparing 000.java-197.java: 0.0
Comparing 000.java-198.java: 0.0
Comparing 000.java-199.java: 0.0
Comparing 000.java-200.java: 0.0
Comparing 000.java-201.java: 0.0
Comparing 000.java-202.java: 0.0
Comparing 000.java-203.java: 0.0
Comparing 000.java-204.java: 0.0
Comparing 000.java-205.java: 0.0
Comparing 000.java-206.java: 0.0
Comparing 000.java-207.java: 0.0
Comparing 000.java-208.java: 0.0
Comparing 000.java-209.java: 0.0
Comparing 000.java-210.java: 0.0
Comparing 000.java-211.java: 7.3260074
Comparing 000.java-212.java: 0.0
Comparing 000.java-213.java: 0.0
Comparing 000.java-214.java: 5.6074767
Comparing 000.java-215.java: 10.572687
Comparing 000.java-216.java: 0.0
Comparing 000.java-217.java: 13.469388
Comparing 000.java-218.java: 0.0
Comparing 000.java-219.java: 0.0
Comparing 000.java-220.java: 0.0
Comparing 000.java-221.java: 5.9602647
Comparing 000.java-222.java: 0.0
Comparing 000.java-223.java: 0.0
Comparing 000.java-224.java: 0.0
Comparing 000.java-225.java: 0.0
Comparing 000.java-226.java: 0.0
Comparing 000.java-227.java: 0.0
Comparing 000.java-228.java: 8.540925
Comparing 000.java-229.java: 0.0
Comparing 000.java-230.java: 0.0
Comparing 000.java-231.java: 6.428571
Comparing 000.java-232.java: 0.0
Comparing 000.java-233.java: 5.449591
Comparing 000.java-234.java: 8.296944
Comparing 000.java-235.java: 0.0
Comparing 000.java-236.java: 0.0
Comparing 000.java-237.java: 0.0
Comparing 000.java-238.java: 7.5757575
Comparing 000.java-239.java: 0.0
Comparing 000.java-240.java: 0.0
Comparing 000.java-241.java: 0.0
Comparing 000.java-242.java: 0.0
Comparing 000.java-243.java: 0.0
Comparing 000.java-244.java: 0.0
Comparing 000.java-245.java: 0.0
Comparing 000.java-246.java: 0.0
Comparing 000.java-247.java: 4.4226046
Comparing 000.java-248.java: 5.5384617
Comparing 000.java-249.java: 0.0
Comparing 000.java-250.java: 0.0
Comparing 000.java-251.java: 0.0
Comparing 000.java-252.java: 0.0
Comparing 000.java-253.java: 6.8965516
Comparing 000.java-254.java: 0.0
Comparing 000.java-255.java: 0.0
Comparing 000.java-256.java: 0.0
Comparing 000.java-257.java: 0.0
Comparing 000.java-258.java: 0.0
Comparing 001.java-002.java: 16.875
Comparing 001.java-003.java: 0.0
Comparing 001.java-004.java: 5.714286
Comparing 001.java-005.java: 3.2069972
Comparing 001.java-006.java: 3.2069972
Comparing 001.java-007.java: 0.0
Comparing 001.java-008.java: 5.8479533
Comparing 001.java-009.java: 7.8431373
Comparing 001.java-010.java: 0.0
Comparing 001.java-011.java: 17.660044
Comparing 001.java-012.java: 0.0
Comparing 001.java-013.java: 4.6391754
Comparing 001.java-014.java: 0.0
Comparing 001.java-015.java: 0.0
Comparing 001.java-016.java: 0.0
Comparing 001.java-017.java: 0.0
Comparing 001.java-018.java: 0.0
Comparing 001.java-019.java: 0.0
Comparing 001.java-020.java: 11.934156
Comparing 001.java-021.java: 0.0
Comparing 001.java-022.java: 0.0
Comparing 001.java-023.java: 0.0
Comparing 001.java-024.java: 0.0
Comparing 001.java-025.java: 4.842615
Comparing 001.java-026.java: 0.0
Comparing 001.java-027.java: 0.0
Comparing 001.java-028.java: 0.0
Comparing 001.java-029.java: 0.0
Comparing 001.java-030.java: 0.0
Comparing 001.java-031.java: 0.0
Comparing 001.java-032.java: 0.0
Comparing 001.java-033.java: 0.0
Comparing 001.java-034.java: 0.0
Comparing 001.java-035.java: 3.9497306
Comparing 001.java-036.java: 0.0
Comparing 001.java-037.java: 14.189189
Comparing 001.java-038.java: 0.0
Comparing 001.java-039.java: 0.0
Comparing 001.java-040.java: 3.508772
Comparing 001.java-041.java: 0.0
Comparing 001.java-042.java: 0.0
Comparing 001.java-043.java: 0.0
Comparing 001.java-044.java: 0.0
Comparing 001.java-045.java: 0.0
Comparing 001.java-046.java: 11.992263
Comparing 001.java-047.java: 0.0
Comparing 001.java-048.java: 4.6838408
Comparing 001.java-049.java: 0.0
Comparing 001.java-050.java: 0.0
Comparing 001.java-051.java: 0.0
Comparing 001.java-052.java: 0.0
Comparing 001.java-053.java: 0.0
Comparing 001.java-054.java: 0.0
Comparing 001.java-055.java: 4.137931
Comparing 001.java-056.java: 0.0
Comparing 001.java-057.java: 0.0
Comparing 001.java-058.java: 6.6838045
Comparing 001.java-059.java: 0.0
Comparing 001.java-060.java: 9.771987
Comparing 001.java-061.java: 7.6923075
Comparing 001.java-062.java: 5.6074767
Comparing 001.java-063.java: 3.0561798
Comparing 001.java-064.java: 5.330701
Comparing 001.java-065.java: 11.320755
Comparing 001.java-066.java: 0.0
Comparing 001.java-067.java: 0.0
Comparing 001.java-068.java: 5.3254437
Comparing 001.java-069.java: 0.0
Comparing 001.java-070.java: 0.0
Comparing 001.java-071.java: 0.0
Comparing 001.java-072.java: 7.119741
Comparing 001.java-073.java: 0.0
Comparing 001.java-074.java: 0.0
Comparing 001.java-075.java: 7.119741
Comparing 001.java-076.java: 8.510638
Comparing 001.java-077.java: 5.504587
Comparing 001.java-078.java: 0.0
Comparing 001.java-079.java: 0.0
Comparing 001.java-080.java: 0.0
Comparing 001.java-081.java: 0.0
Comparing 001.java-082.java: 0.0
Comparing 001.java-083.java: 5.2785926
Comparing 001.java-084.java: 0.0
Comparing 001.java-085.java: 0.0
Comparing 001.java-086.java: 0.0
Comparing 001.java-087.java: 0.0
Comparing 001.java-088.java: 12.173913
Comparing 001.java-089.java: 5.09915
Comparing 001.java-090.java: 0.0
Comparing 001.java-091.java: 0.0
Comparing 001.java-092.java: 0.0
Comparing 001.java-093.java: 0.0
Comparing 001.java-094.java: 4.100228
Comparing 001.java-095.java: 0.0
Comparing 001.java-096.java: 0.0
Comparing 001.java-097.java: 6.766917
Comparing 001.java-098.java: 4.6035805
Comparing 001.java-099.java: 5.4216866
Comparing 001.java-100.java: 12.394366
Comparing 001.java-101.java: 5.487805
Comparing 001.java-102.java: 0.0
Comparing 001.java-103.java: 7.874016
Comparing 001.java-104.java: 10.256411
Comparing 001.java-105.java: 8.379889
Comparing 001.java-106.java: 6.8965516
Comparing 001.java-107.java: 0.0
Comparing 001.java-108.java: 0.0
Comparing 001.java-109.java: 12.727273
Comparing 001.java-110.java: 11.933174
Comparing 001.java-111.java: 7.556675
Comparing 001.java-112.java: 0.0
Comparing 001.java-113.java: 0.0
Comparing 001.java-114.java: 0.0
Comparing 001.java-115.java: 0.0
Comparing 001.java-116.java: 0.0
Comparing 001.java-117.java: 0.0
Comparing 001.java-118.java: 0.0
Comparing 001.java-119.java: 0.0
Comparing 001.java-120.java: 0.0
Comparing 001.java-121.java: 0.0
Comparing 001.java-122.java: 5.341246
Comparing 001.java-123.java: 0.0
Comparing 001.java-124.java: 0.0
Comparing 001.java-125.java: 0.0
Comparing 001.java-126.java: 2.628121
Comparing 001.java-127.java: 0.0
Comparing 001.java-128.java: 0.0
Comparing 001.java-129.java: 0.0
Comparing 001.java-130.java: 0.0
Comparing 001.java-131.java: 6.547619
Comparing 001.java-132.java: 6.1032863
Comparing 001.java-133.java: 6.68693
Comparing 001.java-134.java: 0.0
Comparing 001.java-135.java: 0.0
Comparing 001.java-136.java: 0.0
Comparing 001.java-137.java: 0.0
Comparing 001.java-138.java: 3.1088083
Comparing 001.java-139.java: 5.504587
Comparing 001.java-140.java: 5.084746
Comparing 001.java-141.java: 18.242123
Comparing 001.java-142.java: 6.818182
Comparing 001.java-143.java: 0.0
Comparing 001.java-144.java: 5.3146853
Comparing 001.java-145.java: 0.0
Comparing 001.java-146.java: 0.0
Comparing 001.java-147.java: 0.0
Comparing 001.java-148.java: 0.0
Comparing 001.java-149.java: 0.0
Comparing 001.java-150.java: 0.0
Comparing 001.java-151.java: 0.0
Comparing 001.java-152.java: 0.0
Comparing 001.java-153.java: 0.0
Comparing 001.java-154.java: 5.4945054
Comparing 001.java-155.java: 0.0
Comparing 001.java-156.java: 3.4951456
Comparing 001.java-157.java: 5.247813
Comparing 001.java-158.java: 6.3768115
Comparing 001.java-159.java: 0.0
Comparing 001.java-160.java: 0.0
Comparing 001.java-161.java: 11.9760475
Comparing 001.java-162.java: 4.787234
Comparing 001.java-163.java: 3.8876889
Comparing 001.java-164.java: 0.0
Comparing 001.java-165.java: 0.0
Comparing 001.java-166.java: 5.347594
Comparing 001.java-167.java: 4.5454545
Comparing 001.java-168.java: 0.0
Comparing 001.java-169.java: 6.9852943
Comparing 001.java-170.java: 4.9315066
Comparing 001.java-171.java: 7.0063696
Comparing 001.java-172.java: 0.0
Comparing 001.java-173.java: 0.0
Comparing 001.java-174.java: 0.0
Comparing 001.java-175.java: 11.764706
Comparing 001.java-176.java: 0.0
Comparing 001.java-177.java: 7.3349633
Comparing 001.java-178.java: 4.98615
Comparing 001.java-179.java: 0.0
Comparing 001.java-180.java: 17.514124
Comparing 001.java-181.java: 0.0
Comparing 001.java-182.java: 0.0
Comparing 001.java-183.java: 10.3529415
Comparing 001.java-184.java: 0.0
Comparing 001.java-185.java: 9.322034
Comparing 001.java-186.java: 0.0
Comparing 001.java-187.java: 0.0
Comparing 001.java-188.java: 0.0
Comparing 001.java-189.java: 0.0
Comparing 001.java-190.java: 0.0
Comparing 001.java-191.java: 0.0
Comparing 001.java-192.java: 10.160428
Comparing 001.java-193.java: 0.0
Comparing 001.java-194.java: 0.0
Comparing 001.java-195.java: 0.0
Comparing 001.java-196.java: 6.646526
Comparing 001.java-197.java: 0.0
Comparing 001.java-198.java: 5.2747254
Comparing 001.java-199.java: 5.8139534
Comparing 001.java-200.java: 0.0
Comparing 001.java-201.java: 0.0
Comparing 001.java-202.java: 0.0
Comparing 001.java-203.java: 5.6980057
Comparing 001.java-204.java: 0.0
Comparing 001.java-205.java: 0.0
Comparing 001.java-206.java: 0.0
Comparing 001.java-207.java: 3.930131
Comparing 001.java-208.java: 0.0
Comparing 001.java-209.java: 0.0
Comparing 001.java-210.java: 0.0
Comparing 001.java-211.java: 0.0
Comparing 001.java-212.java: 5.769231
Comparing 001.java-213.java: 5.612245
Comparing 001.java-214.java: 10.075566
Comparing 001.java-215.java: 7.260726
Comparing 001.java-216.java: 7.038123
Comparing 001.java-217.java: 3.180212
Comparing 001.java-218.java: 0.0
Comparing 001.java-219.java: 0.0
Comparing 001.java-220.java: 0.0
Comparing 001.java-221.java: 5.291005
Comparing 001.java-222.java: 0.0
Comparing 001.java-223.java: 2.6239066
Comparing 001.java-224.java: 5.30504
Comparing 001.java-225.java: 0.0
Comparing 001.java-226.java: 0.0
Comparing 001.java-227.java: 0.0
Comparing 001.java-228.java: 0.0
Comparing 001.java-229.java: 10.91954
Comparing 001.java-230.java: 5.8479533
Comparing 001.java-231.java: 0.0
Comparing 001.java-232.java: 5.952381
Comparing 001.java-233.java: 13.544018
Comparing 001.java-234.java: 0.0
Comparing 001.java-235.java: 0.0
Comparing 001.java-236.java: 0.0
Comparing 001.java-237.java: 0.0
Comparing 001.java-238.java: 0.0
Comparing 001.java-239.java: 0.0
Comparing 001.java-240.java: 0.0
Comparing 001.java-241.java: 6.4356437
Comparing 001.java-242.java: 4.7619047
Comparing 001.java-243.java: 4.784689
Comparing 001.java-244.java: 0.0
Comparing 001.java-245.java: 9.569378
Comparing 001.java-246.java: 0.0
Comparing 001.java-247.java: 3.7267082
Comparing 001.java-248.java: 4.488778
Comparing 001.java-249.java: 6.1919503
Comparing 001.java-250.java: 0.0
Comparing 001.java-251.java: 0.0
Comparing 001.java-252.java: 6.3492064
Comparing 001.java-253.java: 0.0
Comparing 001.java-254.java: 0.0
Comparing 001.java-255.java: 0.0
Comparing 001.java-256.java: 0.0
Comparing 001.java-257.java: 0.0
Comparing 001.java-258.java: 0.0
Comparing 002.java-003.java: 0.0
Comparing 002.java-004.java: 13.75
Comparing 002.java-005.java: 5.645161
Comparing 002.java-006.java: 5.645161
Comparing 002.java-007.java: 0.0
Comparing 002.java-008.java: 0.0
Comparing 002.java-009.java: 0.0
Comparing 002.java-010.java: 0.0
Comparing 002.java-011.java: 2.5139666
Comparing 002.java-012.java: 0.0
Comparing 002.java-013.java: 0.0
Comparing 002.java-014.java: 0.0
Comparing 002.java-015.java: 0.0
Comparing 002.java-016.java: 0.0
Comparing 002.java-017.java: 0.0
Comparing 002.java-018.java: 0.0
Comparing 002.java-019.java: 0.0
Comparing 002.java-020.java: 6.081081
Comparing 002.java-021.java: 0.0
Comparing 002.java-022.java: 0.0
Comparing 002.java-023.java: 0.0
Comparing 002.java-024.java: 0.0
Comparing 002.java-025.java: 0.0
Comparing 002.java-026.java: 0.0
Comparing 002.java-027.java: 0.0
Comparing 002.java-028.java: 0.0
Comparing 002.java-029.java: 0.0
Comparing 002.java-030.java: 0.0
Comparing 002.java-031.java: 0.0
Comparing 002.java-032.java: 0.0
Comparing 002.java-033.java: 0.0
Comparing 002.java-034.java: 0.0
Comparing 002.java-035.java: 5.99455
Comparing 002.java-036.java: 0.0
Comparing 002.java-037.java: 4.477612
Comparing 002.java-038.java: 0.0
Comparing 002.java-039.java: 0.0
Comparing 002.java-040.java: 5.5727553
Comparing 002.java-041.java: 0.0
Comparing 002.java-042.java: 0.0
Comparing 002.java-043.java: 15.929204
Comparing 002.java-044.java: 0.0
Comparing 002.java-045.java: 0.0
Comparing 002.java-046.java: 11.009174
Comparing 002.java-047.java: 0.0
Comparing 002.java-048.java: 0.0
Comparing 002.java-049.java: 0.0
Comparing 002.java-050.java: 0.0
Comparing 002.java-051.java: 0.0
Comparing 002.java-052.java: 0.0
Comparing 002.java-053.java: 0.0
Comparing 002.java-054.java: 0.0
Comparing 002.java-055.java: 7.3469386
Comparing 002.java-056.java: 0.0
Comparing 002.java-057.java: 0.0
Comparing 002.java-058.java: 11.055276
Comparing 002.java-059.java: 0.0
Comparing 002.java-060.java: 5.188679
Comparing 002.java-061.java: 27.027027
Comparing 002.java-062.java: 0.0
Comparing 002.java-063.java: 0.0
Comparing 002.java-064.java: 2.1871202
Comparing 002.java-065.java: 15.625
Comparing 002.java-066.java: 0.0
Comparing 002.java-067.java: 0.0
Comparing 002.java-068.java: 13.513514
Comparing 002.java-069.java: 0.0
Comparing 002.java-070.java: 0.0
Comparing 002.java-071.java: 0.0
Comparing 002.java-072.java: 15.12605
Comparing 002.java-073.java: 0.0
Comparing 002.java-074.java: 0.0
Comparing 002.java-075.java: 23.529411
Comparing 002.java-076.java: 0.0
Comparing 002.java-077.java: 0.0
Comparing 002.java-078.java: 0.0
Comparing 002.java-079.java: 0.0
Comparing 002.java-080.java: 0.0
Comparing 002.java-081.java: 0.0
Comparing 002.java-082.java: 0.0
Comparing 002.java-083.java: 11.920529
Comparing 002.java-084.java: 0.0
Comparing 002.java-085.java: 0.0
Comparing 002.java-086.java: 0.0
Comparing 002.java-087.java: 0.0
Comparing 002.java-088.java: 0.0
Comparing 002.java-089.java: 0.0
Comparing 002.java-090.java: 0.0
Comparing 002.java-091.java: 0.0
Comparing 002.java-092.java: 0.0
Comparing 002.java-093.java: 0.0
Comparing 002.java-094.java: 0.0
Comparing 002.java-095.java: 0.0
Comparing 002.java-096.java: 0.0
Comparing 002.java-097.java: 0.0
Comparing 002.java-098.java: 0.0
Comparing 002.java-099.java: 0.0
Comparing 002.java-100.java: 14.545455
Comparing 002.java-101.java: 13.043478
Comparing 002.java-102.java: 0.0
Comparing 002.java-103.java: 11.518325
Comparing 002.java-104.java: 11.180124
Comparing 002.java-105.java: 13.095238
Comparing 002.java-106.java: 0.0
Comparing 002.java-107.java: 0.0
Comparing 002.java-108.java: 0.0
Comparing 002.java-109.java: 0.0
Comparing 002.java-110.java: 0.0
Comparing 002.java-111.java: 0.0
Comparing 002.java-112.java: 0.0
Comparing 002.java-113.java: 0.0
Comparing 002.java-114.java: 0.0
Comparing 002.java-115.java: 0.0
Comparing 002.java-116.java: 0.0
Comparing 002.java-117.java: 0.0
Comparing 002.java-118.java: 0.0
Comparing 002.java-119.java: 0.0
Comparing 002.java-120.java: 0.0
Comparing 002.java-121.java: 0.0
Comparing 002.java-122.java: 0.0
Comparing 002.java-123.java: 0.0
Comparing 002.java-124.java: 0.0
Comparing 002.java-125.java: 0.0
Comparing 002.java-126.java: 0.0
Comparing 002.java-127.java: 0.0
Comparing 002.java-128.java: 0.0
Comparing 002.java-129.java: 0.0
Comparing 002.java-130.java: 0.0
Comparing 002.java-131.java: 12.328767
Comparing 002.java-132.java: 10.169492
Comparing 002.java-133.java: 12.94964
Comparing 002.java-134.java: 0.0
Comparing 002.java-135.java: 0.0
Comparing 002.java-136.java: 0.0
Comparing 002.java-137.java: 0.0
Comparing 002.java-138.java: 3.7800686
Comparing 002.java-139.java: 13.138686
Comparing 002.java-140.java: 0.0
Comparing 002.java-141.java: 6.2953997
Comparing 002.java-142.java: 0.0
Comparing 002.java-143.java: 0.0
Comparing 002.java-144.java: 6.857143
Comparing 002.java-145.java: 0.0
Comparing 002.java-146.java: 0.0
Comparing 002.java-147.java: 0.0
Comparing 002.java-148.java: 0.0
Comparing 002.java-149.java: 0.0
Comparing 002.java-150.java: 0.0
Comparing 002.java-151.java: 0.0
Comparing 002.java-152.java: 0.0
Comparing 002.java-153.java: 0.0
Comparing 002.java-154.java: 0.0
Comparing 002.java-155.java: 0.0
Comparing 002.java-156.java: 0.0
Comparing 002.java-157.java: 14.379085
Comparing 002.java-158.java: 18.064516
Comparing 002.java-159.java: 0.0
Comparing 002.java-160.java: 0.0
Comparing 002.java-161.java: 19.444445
Comparing 002.java-162.java: 0.0
Comparing 002.java-163.java: 0.0
Comparing 002.java-164.java: 0.0
Comparing 002.java-165.java: 0.0
Comparing 002.java-166.java: 0.0
Comparing 002.java-167.java: 0.0
Comparing 002.java-168.java: 0.0
Comparing 002.java-169.java: 0.0
Comparing 002.java-170.java: 0.0
Comparing 002.java-171.java: 14.5161295
Comparing 002.java-172.java: 0.0
Comparing 002.java-173.java: 0.0
Comparing 002.java-174.java: 0.0
Comparing 002.java-175.java: 0.0
Comparing 002.java-176.java: 0.0
Comparing 002.java-177.java: 10.958904
Comparing 002.java-178.java: 0.0
Comparing 002.java-179.java: 0.0
Comparing 002.java-180.java: 0.0
Comparing 002.java-181.java: 0.0
Comparing 002.java-182.java: 0.0
Comparing 002.java-183.java: 9.361702
Comparing 002.java-184.java: 9.625669
Comparing 002.java-185.java: 7.8014183
Comparing 002.java-186.java: 0.0
Comparing 002.java-187.java: 0.0
Comparing 002.java-188.java: 0.0
Comparing 002.java-189.java: 0.0
Comparing 002.java-190.java: 0.0
Comparing 002.java-191.java: 0.0
Comparing 002.java-192.java: 0.0
Comparing 002.java-193.java: 0.0
Comparing 002.java-194.java: 0.0
Comparing 002.java-195.java: 0.0
Comparing 002.java-196.java: 0.0
Comparing 002.java-197.java: 0.0
Comparing 002.java-198.java: 11.320755
Comparing 002.java-199.java: 12.987013
Comparing 002.java-200.java: 0.0
Comparing 002.java-201.java: 0.0
Comparing 002.java-202.java: 0.0
Comparing 002.java-203.java: 0.0
Comparing 002.java-204.java: 0.0
Comparing 002.java-205.java: 0.0
Comparing 002.java-206.java: 0.0
Comparing 002.java-207.java: 0.0
Comparing 002.java-208.java: 0.0
Comparing 002.java-209.java: 0.0
Comparing 002.java-210.java: 0.0
Comparing 002.java-211.java: 0.0
Comparing 002.java-212.java: 18.032787
Comparing 002.java-213.java: 0.0
Comparing 002.java-214.java: 19.323671
Comparing 002.java-215.java: 21.238937
Comparing 002.java-216.java: 13.245033
Comparing 002.java-217.java: 0.0
Comparing 002.java-218.java: 0.0
Comparing 002.java-219.java: 0.0
Comparing 002.java-220.java: 0.0
Comparing 002.java-221.java: 0.0
Comparing 002.java-222.java: 0.0
Comparing 002.java-223.java: 4.435484
Comparing 002.java-224.java: 0.0
Comparing 002.java-225.java: 0.0
Comparing 002.java-226.java: 0.0
Comparing 002.java-227.java: 0.0
Comparing 002.java-228.java: 0.0
Comparing 002.java-229.java: 0.0
Comparing 002.java-230.java: 11.842105
Comparing 002.java-231.java: 0.0
Comparing 002.java-232.java: 0.0
Comparing 002.java-233.java: 7.9051385
Comparing 002.java-234.java: 0.0
Comparing 002.java-235.java: 0.0
Comparing 002.java-236.java: 0.0
Comparing 002.java-237.java: 0.0
Comparing 002.java-238.java: 0.0
Comparing 002.java-239.java: 0.0
Comparing 002.java-240.java: 0.0
Comparing 002.java-241.java: 15.887851
Comparing 002.java-242.java: 10.294118
Comparing 002.java-243.java: 10.526316
Comparing 002.java-244.java: 0.0
Comparing 002.java-245.java: 9.649123
